T/s,theta 1 torque/Nm,theta 2 torque/Nm
0.0779,0.324148873,0.469546968
0.078,0.325135312,0.460039032
0.0781,0.325757604,0.450515626
0.0782,0.325328486,0.441749325
0.0783,0.323321435,0.434344117
0.0784,0.319407169,0.428679739
0.0785,0.313469012,0.424893863
0.0786,0.305595765,0.422876944
0.0787,0.296134903,0.422221017
0.0788,0.285663617,0.422266886
0.0789,0.27491021,0.422203853
0.079,0.264577655,0.421214429
0.0791,0.255238047,0.418636485
0.0792,0.247277901,0.414025681
0.0793,0.240875813,0.407179083
0.0794,0.236002792,0.398133719
0.0795,0.23236333,0.387221643
0.0796,0.229419736,0.375039481
0.0797,0.226467205,0.362365108
0.0798,0.222808351,0.350040558
0.0799,0.217859211,0.338787651
0.08,0.21120748,0.329117839
0.0801,0.202640856,0.321304925
0.0802,0.192153091,0.315380831
0.0803,0.179986202,0.311086892
0.0804,0.166617588,0.307894947
0.0805,0.152717275,0.305074259
0.0806,0.139039747,0.301806661
0.0807,0.12624929,0.297370767
0.0808,0.114834603,0.291236604
0.0809,0.105080559,0.283100724
0.081,0.097059421,0.272898103
0.0811,0.090631003,0.260801434
0.0812,0.085392388,0.247267734
0.0813,0.080722367,0.232987876
0.0814,0.075875,0.218778448
0.0815,0.070153712,0.205396967
0.0816,0.063013103,0.193436004
0.0817,0.054107167,0.183273252
0.0818,0.043303787,0.175051232
0.0819,0.030677546,0.168682846
0.082,0.016563308,0.163799777
0.0821,0.001528209,0.159785253
0.0822,-0.013705328,0.15585821
0.0823,-0.028434358,0.151225551
0.0824,-0.042080155,0.145237009
0.0825,-0.054243003,0.137447435
0.0826,-0.064725394,0.127642972
0.0827,-0.07353334,0.115842481
0.0828,-0.080937452,0.102355758
0.0829,-0.087450914,0.087756231
0.083,-0.093756616,0.072800492
0.0831,-0.100588551,0.058313539
0.0832,-0.108564723,0.045006024
0.0833,-0.1181208,0.033383392
0.0834,-0.129484994,0.023716306
0.0835,-0.142673448,0.016034699
0.0836,-0.157426837,0.010088724
0.0837,-0.173231207,0.005367361
0.0838,-0.189390244,0.001149565
0.0839,-0.205130154,-0.00337683
0.084,-0.219773123,-0.008928938
0.0841,-0.232821785,-0.016032878
0.0842,-0.243961925,-0.024987914
0.0843,-0.253038268,-0.035854227
0.0844,-0.260048455,-0.048452931
0.0845,-0.265237916,-0.062316923
0.0846,-0.269096919,-0.07673644
0.0847,-0.272290903,-0.090867535
0.0848,-0.275571499,-0.103914316
0.0849,-0.279597262,-0.115229579
0.085,-0.284837623,-0.124364949
0.0851,-0.291538173,-0.131102932
0.0852,-0.299721684,-0.135462978
0.0853,-0.309129228,-0.137741441
0.0854,-0.319244801,-0.138491686
0.0855,-0.329383756,-0.138469752
0.0856,-0.338869326,-0.138514857
0.0857,-0.347127401,-0.139363297
0.0858,-0.353733713,-0.141555749
0.0859,-0.358447633,-0.145406698
0.086,-0.361223859,-0.150995866
0.0861,-0.36221519,-0.158170292
0.0862,-0.361825808,-0.166497609
0.0863,-0.360669986,-0.175315306
0.0864,-0.359481691,-0.183830589
0.0865,-0.358943488,-0.191302052
0.0866,-0.359587243,-0.19714941
0.0867,-0.361747594,-0.201008336
0.0868,-0.365548442,-0.202748661
0.0869,-0.370897627,-0.202467461
0.087,-0.377431859,-0.200539816
0.0871,-0.384557124,-0.197585376
0.0872,-0.391539977,-0.194383323
0.0873,-0.397679969,-0.191720665
0.0874,-0.402411056,-0.190236639
0.0875,-0.405352749,-0.190361065
0.0876,-0.406330763,-0.192290267
0.0877,-0.405375776,-0.195987919
0.0878,-0.402782171,-0.20112901
0.0879,-0.399084102,-0.207129011
0.088,-0.394981239,-0.213225675
0.0881,-0.391232817,-0.218606148
0.0882,-0.388485051,-0.222584729
0.0883,-0.387190146,-0.224680704
0.0884,-0.387584266,-0.22464854
0.0885,-0.389685545,-0.22248359
0.0886,-0.393233115,-0.218482708
0.0887,-0.397710069,-0.213217632
0.0888,-0.402418149,-0.207453709
0.0889,-0.406585491,-0.202033948
0.089,-0.409542143,-0.197693525
0.0891,-0.410805127,-0.194964433
0.0892,-0.410105376,-0.19414082
0.0893,-0.407394377,-0.195269535
0.0894,-0.402886488,-0.198108773
0.0895,-0.397045433,-0.202145647
0.0896,-0.39054039,-0.206646913
0.0897,-0.384149433,-0.210777667
0.0898,-0.378584415,-0.213788511
0.0899,-0.374390024,-0.215114393
0.09,-0.371898325,-0.214414944
0.0901,-0.371218335,-0.211591736
0.0902,-0.372234608,-0.206791821
0.0903,-0.374556226,-0.200456957
0.0904,-0.377561464,-0.193274112
0.0905,-0.38049256,-0.186073185
0.0906,-0.382631913,-0.179658592
0.0907,-0.383406798,-0.174671449
0.0908,-0.382441644,-0.171531344
0.0909,-0.379576864,-0.170413789
0.091,-0.374864979,-0.17125391
0.0911,-0.368626252,-0.173693838
0.0912,-0.361421511,-0.177115488
0.0913,-0.353974874,-0.180725751
0.0914,-0.347050464,-0.183739108
0.0915,-0.341283607,-0.18549908
0.0916,-0.337117906,-0.185544591
0.0917,-0.3347837,-0.183642238
0.0918,-0.334296913,-0.179792292
0.0919,-0.335398202,-0.174272287
0.092,-0.337575506,-0.167617644
0.0921,-0.340137396,-0.160563931
0.0922,-0.342318572,-0.153929552
0.0923,-0.343453311,-0.148430837
0.0924,-0.343059272,-0.144587732
0.0925,-0.34086384,-0.142689794
0.0926,-0.336810833,-0.142785895
0.0927,-0.331058247,-0.14468679
0.0928,-0.324026552,-0.14792034
0.0929,-0.316352592,-0.151783609
0.093,-0.30878167,-0.155455352
0.0931,-0.30199089,-0.158181958
0.0932,-0.296499625,-0.15938012
0.0933,-0.29263553,-0.158682039
0.0934,-0.290519181,-0.155954041
0.0935,-0.290070845,-0.151289598
0.0936,-0.290956335,-0.14506024
0.0937,-0.292614236,-0.137882726
0.0938,-0.294331885,-0.130535317
0.0939,-0.295419009,-0.123829734
0.094,-0.295311237,-0.118435125
0.0941,-0.293624354,-0.114806377
0.0942,-0.290177563,-0.113160875
0.0943,-0.284994519,-0.113478827
0.0944,-0.278363721,-0.11544681
0.0945,-0.270815642,-0.118486758
0.0946,-0.263049009,-0.121837907
0.0947,-0.255817892,-0.124672746
0.0948,-0.249761763,-0.1262806
0.0949,-0.24533115,-0.126159137
0.095,-0.242763387,-0.124044431
0.0951,-0.242078727,-0.119916936
0.0952,-0.24301797,-0.11405072
0.0953,-0.24506448,-0.106991997
0.0954,-0.24751803,-0.099490578
0.0955,-0.249601695,-0.092381888
0.0956,-0.250637029,-0.086400191
0.0957,-0.250129498,-0.082082504
0.0958,-0.24779624,-0.079733034
0.0959,-0.243573849,-0.079411693
0.096,-0.237616772,-0.080935943
0.0961,-0.230345815,-0.083835813
0.0962,-0.222401819,-0.087406258
0.0963,-0.214544126,-0.090823958
0.0964,-0.207474006,-0.093334747
0.0965,-0.201737597,-0.09435421
0.0966,-0.197683831,-0.093510793
0.0967,-0.195449394,-0.090666625
0.0968,-0.19496566,-0.085912181
0.0969,-0.195904787,-0.079618207
0.097,-0.19770736,-0.072403338
0.0971,-0.199658988,-0.065050324
0.0972,-0.201064738,-0.058376123
0.0973,-0.201353569,-0.053055401
0.0974,-0.200133532,-0.049550104
0.0975,-0.197215863,-0.048085036
0.0976,-0.192616785,-0.048647266
0.0977,-0.186618539,-0.05092892
0.0978,-0.179746993,-0.054355602
0.0979,-0.172698175,-0.05816803
0.098,-0.166216245,-0.061537936
0.0981,-0.160926207,-0.063751828
0.0982,-0.157271122,-0.064302622
0.0983,-0.155485997,-0.062919618
0.0984,-0.155592782,-0.059574615
0.0985,-0.157345677,-0.054520999
0.0986,-0.160248133,-0.048274993
0.0987,-0.163615571,-0.041564494
0.0988,-0.166681325,-0.035210345
0.0989,-0.168771008,-0.029940134
0.099,-0.169387955,-0.026291846
0.0991,-0.168241663,-0.02457735
0.0992,-0.165256784,-0.0248694
0.0993,-0.160573098,-0.027001596
0.0994,-0.154595747,-0.03052136
0.0995,-0.147950607,-0.034740315
0.0996,-0.141390376,-0.038836249
0.0997,-0.135619968,-0.042037435
0.0998,-0.131193959,-0.043735122
0.0999,-0.128467256,-0.043540878
0.1,-0.127579449,-0.041306754
0.1001,-0.128461204,-0.037119596
0.1002,-0.130780442,-0.031352194
0.1003,-0.133970524,-0.024629794
0.1004,-0.137307735,-0.017744961
0.1005,-0.140084159,-0.011537102
0.1006,-0.141716813,-0.006710338
0.1007,-0.141803935,-0.003748717
0.1008,-0.14015057,-0.002891696
0.1009,-0.136771393,-0.004133326
0.101,-0.131951973,-0.007165464
0.1011,-0.126225948,-0.011407161
0.1012,-0.120300598,-0.01608774
0.1013,-0.114938008,-0.020364438
0.1014,-0.110785489,-0.023508031
0.1015,-0.108304527,-0.02499639
0.1016,-0.10774436,-0.024546327
0.1017,-0.109136302,-0.022121143
0.1018,-0.112252254,-0.017970458
0.1019,-0.116618771,-0.01261158
0.102,-0.121561178,-0.006778257
0.1021,-0.126313065,-0.001301951
0.1022,-0.130192694,0.003074884
0.1023,-0.132690726,0.005796473
0.1024,-0.133500976,0.006531974
0.1025,-0.132531611,0.005177249
0.1026,-0.12990707,0.001819419
0.1027,-0.12602025,-0.003208612
0.1028,-0.121490992,-0.009316932
0.1029,-0.117076781,-0.015737809
0.103,-0.113514951,-0.02163433
0.1031,-0.111465063,-0.02624922
0.1032,-0.111439283,-0.02897687
0.1033,-0.113717652,-0.029439456
0.1034,-0.118321373,-0.027548042
0.1035,-0.12495348,-0.023582484
0.1036,-0.13302531,-0.018154249
0.1037,-0.14173869,-0.012111896
0.1038,-0.150218609,-0.006421908
0.1039,-0.157695385,-0.001968644
0.104,-0.16358548,0.00056783
0.1041,-0.167531688,0.000771941
0.1042,-0.169419985,-0.001489866
0.1043,-0.169370061,-0.006081163
0.1044,-0.167715538,-0.012620856
0.1045,-0.164967984,-0.020527058
0.1046,-0.161824414,-0.029018989
0.1047,-0.159088465,-0.037205893
0.1048,-0.15751115,-0.044256655
0.1049,-0.157680232,-0.049520394
0.105,-0.159943332,-0.052611175
0.1051,-0.164398866,-0.053421259
0.1052,-0.170896264,-0.052120911
0.1053,-0.178989523,-0.049201072
0.1054,-0.187988374,-0.045415504
0.1055,-0.197060587,-0.041669225
0.1056,-0.205415806,-0.038882415
0.1057,-0.21241717,-0.037803649
0.1058,-0.217640262,-0.03892847
0.1059,-0.220897515,-0.042475455
0.106,-0.222236856,-0.048389628
0.1061,-0.221996608,-0.056292542
0.1062,-0.220774901,-0.065520266
0.1063,-0.219347,-0.07521569
0.1064,-0.218550238,-0.084455013
0.1065,-0.219102708,-0.092440947
0.1066,-0.221514496,-0.098602195
0.1067,-0.226059463,-0.102629258
0.1068,-0.232769652,-0.104483203
0.1069,-0.241396083,-0.104433866
0.107,-0.251426904,-0.103037209
0.1071,-0.262136929,-0.101078371
0.1072,-0.272701836,-0.099459425
0.1073,-0.282380525,-0.099007681
0.1074,-0.29061008,-0.100359285
0.1075,-0.297043488,-0.103901889
0.1076,-0.301564881,-0.109757804
0.1077,-0.304280163,-0.117782002
0.1078,-0.305566321,-0.127515739
0.1079,-0.306037546,-0.138239681
0.108,-0.306461273,-0.149079949
0.1081,-0.307576565,-0.159197753
0.1082,-0.309984107,-0.167908447
0.1083,-0.314089296,-0.174746172
0.1084,-0.320079539,-0.179491108
0.1085,-0.327924725,-0.182169859
0.1086,-0.337319048,-0.183111098
0.1087,-0.347706686,-0.182914593
0.1088,-0.358358692,-0.182366505
0.1089,-0.368493809,-0.182320345
0.109,-0.377449429,-0.183510367
0.1091,-0.384753399,-0.18645761
0.1092,-0.390150562,-0.191438205
0.1093,-0.393608013,-0.198476552
0.1094,-0.395355691,-0.20728886
0.1095,-0.395871137,-0.21730822
0.1096,-0.395833535,-0.22776151
0.1097,-0.396024799,-0.237787012
0.1098,-0.397152894,-0.246621624
0.1099,-0.399750687,-0.253698697
0.11,-0.40413138,-0.258686489
0.1101,-0.41037981,-0.261502821
0.1102,-0.418353298,-0.262315594
0.1103,-0.427633124,-0.261588858
0.1104,-0.437571589,-0.26003037
0.1105,-0.447390153,-0.258486801
0.1106,-0.456357328,-0.257756226
0.1107,-0.463892986,-0.258472514
0.1108,-0.46961892,-0.261045291
0.1109,-0.473376685,-0.26563774
0.111,-0.475222606,-0.272171023
0.1111,-0.475482212,-0.280272651
0.1112,-0.474721888,-0.289310319
0.1113,-0.473670562,-0.298478102
0.1114,-0.473110383,-0.306952492
0.1115,-0.473701759,-0.314049404
0.1116,-0.475901846,-0.319291055
0.1117,-0.479943685,-0.322438321
0.1118,-0.485835888,-0.32349622
0.1119,-0.493303466,-0.322762013
0.112,-0.501812687,-0.32080231
0.1121,-0.510647262,-0.31838313
0.1122,-0.519017015,-0.316350803
0.1123,-0.526234196,-0.315444544
0.1124,-0.531799418,-0.316200261
0.1125,-0.535429321,-0.318915425
0.1126,-0.537063748,-0.323638515
0.1127,-0.53686316,-0.330126967
0.1128,-0.535255919,-0.337864452
0.1129,-0.532889385,-0.346110375
0.113,-0.53053161,-0.354017259
0.1131,-0.528894061,-0.360817997
0.1132,-0.528528296,-0.365925739
0.1133,-0.529777978,-0.368975922
0.1134,-0.532765941,-0.369845546
0.1135,-0.537390455,-0.368645657
0.1136,-0.543272258,-0.365770588
0.1137,-0.549797368,-0.361862375
0.1138,-0.556209917,-0.3577233
0.1139,-0.561786802,-0.354184225
0.114,-0.565942045,-0.35192564
0.1141,-0.568281114,-0.351404183
0.1142,-0.568623409,-0.352829379
0.1143,-0.567001753,-0.356165078
0.1144,-0.563720584,-0.36107504
0.1145,-0.559330501,-0.366954546
0.1146,-0.554551829,-0.373015206
0.1147,-0.550154472,-0.378403693
0.1148,-0.546787788,-0.382387714
0.1149,-0.544909703,-0.384449166
0.115,-0.544761098,-0.384314928
0.1151,-0.54636139,-0.381962854
0.1152,-0.549446281,-0.377659745
0.1153,-0.553490436,-0.371940762
0.1154,-0.557782084,-0.365555703
0.1155,-0.561530447,-0.359359612
0.1156,-0.564041701,-0.354125514
0.1157,-0.56480597,-0.35043419
0.1158,-0.563527412,-0.348623211
0.1159,-0.560134419,-0.348774963
0.116,-0.554779619,-0.350718278
0.1161,-0.547888837,-0.353984067
0.1162,-0.540114241,-0.357859106
0.1163,-0.532237654,-0.361491779
0.1164,-0.524992999,-0.36408021
0.1165,-0.51896096,-0.364988226
0.1166,-0.514517378,-0.363805539
0.1167,-0.511815999,-0.360369879
0.1168,-0.510794104,-0.354762301
0.1169,-0.511118748,-0.347358342
0.117,-0.512215773,-0.33879364
0.1171,-0.513348749,-0.329877175
0.1172,-0.513753851,-0.321471657
0.1173,-0.512799635,-0.314307782
0.1174,-0.510048176,-0.308892733
0.1175,-0.505280647,-0.305482218
0.1176,-0.498500165,-0.304077602
0.1177,-0.489992295,-0.304368538
0.1178,-0.480300688,-0.305763091
0.1179,-0.470150478,-0.307472568
0.118,-0.460338467,-0.308631646
0.1181,-0.451555705,-0.308486838
0.1182,-0.444300976,-0.30649322
0.1183,-0.438853039,-0.302349563
0.1184,-0.43526382,-0.296008398
0.1185,-0.433316555,-0.287703
0.1186,-0.43254026,-0.277947948
0.1187,-0.432254601,-0.267485616
0.1188,-0.431680615,-0.257173892
0.1189,-0.430119119,-0.24779792
0.119,-0.427041083,-0.239961347
0.1191,-0.422121588,-0.234035994
0.1192,-0.415254182,-0.230145102
0.1193,-0.406542026,-0.228160078
0.1194,-0.396349086,-0.227651508
0.1195,-0.385269131,-0.227938656
0.1196,-0.374045248,-0.228191307
0.1197,-0.363391856,-0.227615073
0.1198,-0.353888089,-0.225566459
0.1199,-0.345923693,-0.221614207
0.12,-0.33967829,-0.215564232
0.1201,-0.335122847,-0.207458827
0.1202,-0.331961496,-0.197632268
0.1203,-0.329656289,-0.186680869
0.1204,-0.327502423,-0.175380165
0.1205,-0.324776874,-0.164561841
0.1206,-0.320877754,-0.154932688
0.1207,-0.315381223,-0.146991372
0.1208,-0.308068205,-0.14100013
0.1209,-0.298928997,-0.136980239
0.121,-0.288204261,-0.134651662
0.1211,-0.276371136,-0.133459334
0.1212,-0.264099344,-0.132653133
0.1213,-0.252141674,-0.131397089
0.1214,-0.241158364,-0.128952402
0.1215,-0.231631276,-0.124776358
0.1216,-0.223835496,-0.118562031
0.1217,-0.2178307,-0.11024829
0.1218,-0.213461947,-0.100017146
0.1219,-0.210310499,-0.088338264
0.122,-0.207739526,-0.075916424
0.1221,-0.204997296,-0.063579
0.1222,-0.201393526,-0.052089262
0.1223,-0.196394013,-0.042041975
0.1224,-0.189660328,-0.033816132
0.1225,-0.181065263,-0.027555021
0.1226,-0.170686147,-0.023172225
0.1227,-0.158858838,-0.020300265
0.1228,-0.146150092,-0.018323433
0.1229,-0.133280942,-0.016461929
0.123,-0.120952411,-0.013914978
0.1231,-0.109740859,-0.010025611
0.1232,-0.100043229,-0.004344745
0.1233,-0.092053676,0.003343285
0.1234,-0.085762259,0.013019726
0.1235,-0.080894026,0.024373666
0.1236,-0.076944389,0.036842937
0.1237,-0.073321619,0.049764397
0.1238,-0.06935868,0.062395393
0.1239,-0.064378559,0.07397279
0.124,-0.057857595,0.083805878
0.1241,-0.049489571,0.091428852
0.1242,-0.039196211,0.096660719
0.1243,-0.027178028,0.099611792
0.1244,-0.013906387,0.100724677
0.1245,-6.92E-05,0.10071465
0.1246,0.013608919,0.100375584
0.1247,0.026467591,0.100450558
0.1248,0.037967057,0.101549191
0.1249,0.047731602,0.104096593
0.125,0.055573366,0.108305362
0.1251,0.061495037,0.114171919
0.1252,0.065731134,0.121437224
0.1253,0.068736305,0.129602938
0.1254,0.071145765,0.137977625
0.1255,0.073685068,0.145788534
0.1256,0.077002551,0.152360365
0.1257,0.081576329,0.157205202
0.1258,0.087676323,0.160054405
0.1259,0.095360163,0.160868718
0.126,0.104421849,0.159877409
0.1261,0.114405779,0.157569668
0.1262,0.124662406,0.154647045
0.1263,0.134452789,0.151908224
0.1264,0.143121762,0.150065405
0.1265,0.150182878,0.149649387
0.1266,0.155347133,0.150973361
0.1267,0.158532961,0.15411921
0.1268,0.159867828,0.158935934
0.1269,0.159740527,0.164990515
0.127,0.158758781,0.171615901
0.1271,0.157657521,0.178016911
0.1272,0.157126246,0.183453275
0.1273,0.157708163,0.187344387
0.1274,0.15975234,0.189318795
0.1275,0.163399027,0.189234687
0.1276,0.168586157,0.187175097
0.1277,0.174994682,0.183500719
0.1278,0.182075269,0.178818644
0.1279,0.189123873,0.173899771
0.128,0.19545517,0.169553146
0.1281,0.200506161,0.166449664
0.1282,0.203890839,0.165048007
0.1283,0.205424177,0.165571127
0.1284,0.205124023,0.168005876
0.1285,0.203272398,0.172045769
0.1286,0.200393456,0.177119168
0.1287,0.197180469,0.182470528
0.1288,0.194390441,0.187275818
0.1289,0.192671495,0.190825776
0.129,0.192480978,0.192617533
0.1291,0.194061741,0.19238526
0.1292,0.197438399,0.190106811
0.1293,0.202355016,0.186052117
0.1294,0.208297145,0.180762361
0.1295,0.214565682,0.174983753
0.1296,0.220383729,0.16954941
0.1297,0.225071797,0.16519255
0.1298,0.228133393,0.16245023
0.1299,0.229283016,0.161627529
0.13,0.22845422,0.162785741
0.1301,0.225798317,0.165743887
0.1302,0.221733181,0.170033393
0.1303,0.216897169,0.174950186
0.1304,0.212053893,0.179671282
0.1305,0.2079166,0.18344211
0.1306,0.205045309,0.185677252
0.1307,0.20379825,0.186004115
0.1308,0.204317551,0.184284468
0.1309,0.206536719,0.180609585
0.131,0.210127307,0.175352286
0.1311,0.214527187,0.16913439
0.1312,0.219017819,0.162742574
0.1313,0.222899141,0.157003248
0.1314,0.225594896,0.152603837
0.1315,0.226708503,0.15001515
0.1316,0.226047927,0.149467227
0.1317,0.223628016,0.150948763
0.1318,0.219731708,0.154150163
0.1319,0.214887466,0.158492461
0.132,0.209795409,0.163209657
0.1321,0.205207224,0.167465427
0.1322,0.201757788,0.170537741
0.1323,0.199897926,0.171911379
0.1324,0.199868278,0.171308787
0.1325,0.20169404,0.16869686
0.1326,0.205132046,0.164326356
0.1327,0.209687104,0.158713185
0.1328,0.214673008,0.152587039
0.1329,0.219319135,0.146772329
0.133,0.222945494,0.142001474
0.1331,0.225048927,0.138817901
0.1332,0.225332278,0.137538833
0.1333,0.223714054,0.138241648
0.1334,0.220328925,0.140763304
0.1335,0.215578344,0.144652944
0.1336,0.210086092,0.149222109
0.1337,0.204604359,0.153650384
0.1338,0.199838977,0.157170431
0.1339,0.196346661,0.159177347
0.134,0.194485576,0.159282581
0.1341,0.194399589,0.157335012
0.1342,0.196024412,0.153416124
0.1343,0.199033326,0.147892079
0.1344,0.202864856,0.141381092
0.1345,0.206799759,0.134669085
0.1346,0.210136103,0.128592808
0.1347,0.212294546,0.123856886
0.1348,0.212874842,0.120946071
0.1349,0.211681728,0.120101063
0.135,0.208728144,0.121317715
0.1351,0.204296935,0.124290099
0.1352,0.198918436,0.128439665
0.1353,0.193296441,0.132998039
0.1354,0.188189714,0.137124389
0.1355,0.184242696,0.140090818
0.1356,0.18191465,0.141375746
0.1357,0.181453342,0.140695693
0.1358,0.182889364,0.138012832
0.1359,0.185994578,0.133574933
0.136,0.190296036,0.127896896
0.1361,0.195119923,0.121709715
0.1362,0.199700847,0.11584199
0.1363,0.203358053,0.111033433
0.1364,0.205582969,0.107837397
0.1365,0.206069841,0.106582773
0.1366,0.204726869,0.107359205
0.1367,0.201678108,0.11001531
0.1368,0.197315299,0.114110166
0.1369,0.192254372,0.118962641
0.137,0.187242154,0.1237528
0.1371,0.182981888,0.127706223
0.1372,0.180030314,0.130206978
